date,levels
2022-11-22,"3835.152563053723,4136.985936790261,4265.402782499773,4492.328763620472,4637.936014502977"
2022-11-23,"3835.152563053723,4136.985936790261,4265.402782499773,4492.328763620472,4637.936014502977"
2022-11-24,"3835.152563053723,4136.985936790261,4265.402782499773,4492.328763620472,4637.936014502977"
2022-11-25,"3835.152563053723,4136.985936790261,4265.402782499773,4492.328763620472,4637.936014502977"
2022-11-28,"3835.152563053723,4136.985936790261,4265.402782499773,4492.328763620472,4637.936014502977"
2022-11-29,"3835.152563053723,4136.985936790261,4265.402782499773,4492.328763620472,4637.936014502977"
2022-11-30,"3835.3000928833885,4142.997774837334,4268.8456055620545,4496.576736349784,4640.467587535328"
2022-12-01,"3835.3000928833885,4142.997774837334,4268.8456055620545,4496.576736349784,4640.467587535328"
2022-12-02,"3835.3000928833885,4142.997774837334,4268.8456055620545,4496.576736349784,4640.467587535328"
2022-12-05,"3835.3000928833885,4142.997774837334,4268.8456055620545,4496.576736349784,4640.467587535328"
2022-12-06,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-07,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-08,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-09,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-12,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-13,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-14,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-15,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-16,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-19,"3835.3000928833885,4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-20,"4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-21,"4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-22,"4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-23,"4142.997774837334,4268.8456055620545,4489.500482297797,4640.467587535328"
2022-12-26,"4142.997774837334,4268.8456055620545,4496.576736349784,4640.467587535328"
2022-12-27,"4142.997774837334,4268.8456055620545,4496.576736349784,4640.467587535328"
2022-12-28,"4142.997774837334,4268.8456055620545,4496.576736349784,4640.467587535328"
2022-12-29,"4146.378421524993,4269.530736476804,4492.183692049145,4639.879881628946"
2022-12-30,"4146.378421524993,4262.958780899444,4492.183692049145,4639.879881628946"
2023-01-02,"4148.24162389429,4263.55780056454,4490.195516595545,4636.156065087211"
2023-01-03,"4148.24162389429,4263.55780056454,4490.195516595545,4636.156065087211"
2023-01-04,"4146.43369829813,4263.15372967734,4494.644156453281,4639.529135485919"
2023-01-05,"4146.43369829813,4263.15372967734,4494.644156453281,4639.529135485919"
2023-01-06,"4146.43369829813,4263.15372967734,4494.644156453281,4639.529135485919"
2023-01-09,"4146.43369829813,4263.15372967734,4494.644156453281,4639.529135485919"
2023-01-10,"4147.326394465428,4265.102422610194,4493.591723475079,4638.880791181443"
2023-01-11,"4149.567152728871,4261.334487294601,4493.981499082062,4637.381271765896"
2023-01-12,"4149.464588270502,4263.236350016955,4494.934329267963,4639.954433781698"
2023-01-13,"4149.763917675939,4261.98019263905,4495.598324939414,4638.641918806117"
2023-01-16,"4148.722683088418,4259.381828520274,4382.595841783262,4494.5606987250085,4639.8198598703175"
2023-01-17,"4147.559992635073,4259.521626303279,4383.837330850077,4497.382809183154,4638.514415338816"
2023-01-18,"4147.559992635073,4259.521626303279,4383.837330850077,4497.382809183154,4638.514415338816"
2023-01-19,"4147.559992635073,4259.521626303279,4383.837330850077,4497.382809183154,4638.514415338816"
2023-01-20,"4150.5174486717715,4261.448377858804,4383.5951040569,4496.517773549831,4638.492255933953"
2023-01-24,"4150.5174486717715,4261.448377858804,4383.5951040569,4496.517773549831,4638.492255933953"
2023-01-25,"4150.5174486717715,4261.448377858804,4383.5951040569,4496.517773549831,4638.492255933953"
2023-01-26,"4150.5174486717715,4261.448377858804,4383.5951040569,4496.517773549831,4638.492255933953"
2023-01-27,"4150.5174486717715,4261.448377858804,4383.5951040569,4496.517773549831,4638.492255933953"
2023-01-30,"4150.5174486717715,4261.448377858804,4383.5951040569,4496.517773549831,4642.8637882961575"
2023-01-31,"4150.5174486717715,4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-01,"4150.5174486717715,4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-02,"4150.5174486717715,4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-03,"4150.5174486717715,4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-06,"4150.5174486717715,4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-07,"4150.5174486717715,4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-08,"4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-09,"4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-10,"4383.5951040569,4496.517773549831,4642.8637882961575"
2023-02-13,"4387.726409404165,4496.517773549831,4642.8637882961575"
2023-02-14,"4385.874851259279,4496.932350587421,4644.397807163295"
2023-02-15,"4385.874851259279,4496.932350587421,4644.397807163295"
2023-02-16,"4385.874851259279,4496.932350587421,4644.397807163295"
2023-02-17,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-02-20,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-02-21,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-02-22,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-02-23,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-02-24,"4385.874851259279,4450.021515833265,4496.932350587421,4640.65288456302"
2023-02-27,"4385.874851259279,4450.021515833265,4496.932350587421,4640.65288456302"
2023-02-28,"4385.874851259279,4450.021515833265,4496.932350587421,4640.65288456302"
2023-03-01,"4385.874851259279,4450.021515833265,4496.932350587421,4640.65288456302"
2023-03-02,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-03-03,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-03-06,"4385.874851259279,4496.932350587421,4640.65288456302"
2023-03-07,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-08,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-09,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-10,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-13,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-14,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-15,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-16,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-17,"4385.874851259279,4450.021515833265,4475.22006035802,4500.561293326845,4640.65288456302"
2023-03-20,"4385.874851259279,4450.021515833265,4500.561293326845,4640.65288456302"
2023-03-21,"4385.874851259279,4475.22006035802,4500.561293326845,4640.65288456302"
2023-03-24,"4385.874851259279,4475.22006035802,4500.561293326845,4640.65288456302"
2023-03-27,"4385.874851259279,4475.22006035802,4500.561293326845,4640.65288456302"
2023-03-28,"4385.874851259279,4475.22006035802,4504.193164557155,4640.65288456302"
2023-03-29,"4385.874851259279,4475.22006035802,4504.193164557155,4640.65288456302"
2023-03-30,"4385.874851259279,4475.22006035802,4500.561293326845,4640.65288456302"
2023-03-31,"4385.874851259279,4475.22006035802,4500.561293326845,4640.65288456302"
2023-04-03,"4385.874851259279,4475.22006035802,4500.561293326845,4640.65288456302,4674.466188113126"
2023-04-04,"4389.414172613629,4475.22006035802,4500.561293326845,4640.65288456302,4674.466188113126"
2023-04-05,"4388.280161631049,4476.127631941342,4500.077890168865,4639.415666118974,4674.919082169147"
2023-04-06,"4388.280161631049,4476.127631941342,4500.077890168865,4639.415666118974,4674.919082169147"
2023-04-10,"4388.280161631049,4476.127631941342,4500.077890168865,4639.415666118974,4674.919082169147"
2023-04-11,"4388.280161631049,4476.127631941342,4500.077890168865,4639.415666118974,4674.919082169147"
2023-04-12,"4388.280161631049,4476.127631941342,4500.077890168865,4674.919082169147"
2023-04-13,"4388.280161631049,4476.127631941342,4510.381476185359,4674.919082169147"
2023-04-14,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147"
2023-04-17,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147"
2023-04-18,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147"
2023-04-26,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147"
2023-04-27,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147"
2023-04-28,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147,4750.363095564624"
2023-05-02,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147,4750.363095564624"
2023-05-03,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147,4739.511291781915"
2023-05-04,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147,4739.511291781915"
2023-05-05,"4388.280161631049,4476.127631941342,4510.381476185359,4639.415666118974,4674.919082169147,4739.511291781915"
2023-05-08,"4388.280161631049,4476.127631941342,4510.381476185359,4650.038286337739,4674.919082169147,4739.511291781915"
2023-05-09,"4388.280161631049,4476.127631941342,4510.381476185359,4650.038286337739,4674.919082169147,4739.511291781915"
2023-05-10,"4388.280161631049,4476.127631941342,4510.381476185359,4674.919082169147,4739.511291781915"
2023-05-11,"4388.280161631049,4476.127631941342,4510.381476185359,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-12,"4388.280161631049,4476.127631941342,4500.077890168865,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-15,"4388.280161631049,4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-16,"4388.280161631049,4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-17,"4384.936061944643,4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-19,"4384.936061944643,4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-22,"4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-23,"4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4674.919082169147,4739.511291781915"
2023-05-24,"4448.911951627316,4476.127631941342,4503.509800885173,4576.18760509371,4611.207164486455,4674.919082169147,4739.511291781915"
2023-05-25,"4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4611.207164486455,4674.919082169147,4739.511291781915"
2023-05-26,"4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4611.207164486455,4674.919082169147,4739.511291781915"
2023-05-29,"4448.911951627316,4476.127631941342,4500.077890168865,4576.18760509371,4611.207164486455,4674.919082169147,4739.511291781915"
2023-05-30,"4448.911951627316,4476.127631941342,4503.509800885173,4576.18760509371,4611.207164486455,4674.919082169147,4739.511291781915"
2023-05-31,"4448.911951627316,4476.127631941342,4503.509800885173,4576.18760509371,4611.207164486455,4674.919082169147,4739.511291781915"
2023-06-05,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-06,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4748.959950283951"
2023-06-07,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4748.959950283951"
2023-06-08,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4748.959950283951"
2023-06-09,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4748.959950283951"
2023-06-12,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-13,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-14,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-15,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-16,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-19,"4448.024984867301,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-20,"4451.191241818064,4473.418238210384,4502.158970383827,4573.193865849371,4612.411446953562,4675.194900401068,4738.83295280882"
2023-06-21,"4450.02243664003,4474.9829217799215,4500.083412015807,4573.389595495831,4613.355543920719,4673.960271533335,4738.305038907258"
2023-06-22,"4450.02243664003,4474.9829217799215,4500.083412015807,4573.389595495831,4613.355543920719,4673.960271533335,4738.305038907258"
2023-06-23,"4450.02243664003,4474.9829217799215,4511.284330592844,4573.389595495831,4613.355543920719,4673.960271533335,4738.305038907258"
2023-06-26,"4450.02243664003,4474.9829217799215,4511.284330592844,4573.389595495831,4613.355543920719,4673.960271533335,4738.305038907258"
2023-06-27,"4450.02243664003,4474.9829217799215,4511.284330592844,4573.389595495831,4613.355543920719,4673.960271533335,4738.305038907258"
2023-07-03,"4450.02243664003,4474.9829217799215,4511.284330592844,4573.389595495831,4613.355543920719,4650.779442185031,4673.960271533335,4738.305038907258"
2023-07-04,"4450.02243664003,4474.9829217799215,4511.284330592844,4573.389595495831,4613.355543920719,4650.779442185031,4673.960271533335,4738.305038907258"
2023-07-05,"4450.02243664003,4474.9829217799215,4500.083412015807,4576.232788331245,4613.355543920719,4673.960271533335,4738.305038907258"
2023-07-06,"4450.02243664003,4474.9829217799215,4500.083412015807,4576.232788331245,4613.355543920719,4673.960271533335,4738.305038907258"
2023-07-07,"4450.02243664003,4474.9829217799215,4500.083412015807,4576.232788331245,4613.355543920719,4673.960271533335,4738.305038907258"
2023-07-10,"4450.02243664003,4474.9829217799215,4525.3246926460015,4576.232788331245,4613.355543920719,4673.960271533335,4738.305038907258"
2023-07-11,"4450.02243664003,4474.9829217799215,4500.083412015807,4576.232788331245,4599.042055604212,4673.960271533335,4738.305038907258"
2023-07-12,"4450.02243664003,4474.9829217799215,4500.083412015807,4576.232788331245,4599.042055604212,4673.960271533335,4738.305038907258"
2023-07-13,"4450.02243664003,4474.9829217799215,4500.083412015807,4573.389595495831,4599.042055604212,4673.960271533335,4738.305038907258"
2023-07-14,"4450.02243664003,4474.9829217799215,4525.3246926460015,4573.389595495831,4599.042055604212,4673.960271533335,4738.305038907258"
2023-07-17,"4474.9829217799215,4525.3246926460015,4576.232788331245,4599.042055604212,4673.960271533335,4738.305038907258"
2023-07-18,"4450.02243664003,4474.9829217799215,4525.3246926460015,4576.232788331245,4599.042055604212,4673.960271533335,4738.305038907258"
2023-07-20,"4450.02243664003,4474.9829217799215,4525.3246926460015,4576.232788331245,4599.042055604212,4673.960271533335,4738.305038907258"
2023-07-21,"4450.242255606235,4475.368156734414,4526.046339617098,4574.722060151275,4600.550769594555,4676.2816364376,4737.229470121984"
2023-07-24,"4449.350769706268,4474.85393770543,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765,4738.065435672205"
2023-07-25,"4450.704294911072,4474.0964112453075,4512.639910367632,4525.561390430496,4575.437416484144,4599.48510809304,4674.616347996826,4737.409749294103"
2023-07-26,"4450.704294911072,4474.0964112453075,4512.639910367632,4525.561390430496,4575.437416484144,4599.48510809304,4674.616347996826,4737.409749294103"
2023-07-27,"4450.704294911072,4474.0964112453075,4512.639910367632,4525.561390430496,4575.437416484144,4599.48510809304,4674.616347996826,4737.409749294103"
2023-07-28,"4450.704294911072,4474.0964112453075,4512.639910367632,4525.561390430496,4575.437416484144,4599.48510809304,4674.616347996826,4737.409749294103"
2023-07-31,"4450.704294911072,4474.0964112453075,4512.639910367632,4525.561390430496,4575.437416484144,4599.48510809304,4674.616347996826,4737.409749294103"
2023-08-01,"4449.350769706268,4474.85393770543,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765,4738.065435672205"
2023-08-02,"4449.350769706268,4474.85393770543,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765,4738.065435672205"
2023-08-03,"4449.350769706268,4474.85393770543,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765,4738.065435672205"
2023-08-04,"4449.350769706268,4474.85393770543,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-07,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-08,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-09,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-10,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-11,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-14,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-15,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-16,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-18,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-21,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-22,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-23,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-24,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-25,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-28,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-29,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-30,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-08-31,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-01,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-04,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-05,"4437.806519478197,4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-06,"4437.806519478197,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-07,"4437.806519478197,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-08,"4437.806519478197,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-11,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-12,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-13,"4449.350769706268,4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765"
2023-09-14,"4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765,4725.772088661045"
2023-09-15,"4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765,4725.772088661045"
2023-09-18,"4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765,4725.772088661045"
2023-09-19,"4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765,4725.772088661045"
2023-09-20,"4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765,4725.772088661045,4787.559448623887"
2023-09-21,"4474.85393770543,4500.50328693679,4512.210632867401,4523.948433602731,4549.879186850431,4575.958572199903,4599.796799398603,4674.4873753572765,4725.772088661045"
2023-09-22,"4473.879657223557,4513.250435792577,4523.80769935538,4550.309026349201,4574.292933361395,4601.090012470176,4674.228858802654,4726.392777655337,4787.520807816001"
2023-09-25,"4473.606381491311,4526.572654776194,4549.942159077654,4600.426739928268,4675.485804279757,4723.8870314622745,4786.854150340357"
2023-09-26,"4473.606381491311,4526.572654776194,4549.942159077654,4600.426739928268,4675.485804279757,4723.8870314622745,4786.854150340357"
2023-09-27,"4473.676718816122,4525.838094436104,4550.3877735727365,4599.88735151282,4675.148161534913,4726.00489558016,4788.503826375027"
2023-09-29,"4475.5992421204255,4526.541736912988,4550.2488275988235,4598.036146361705,4674.727886120329,4723.82250052225"
2023-10-02,"4475.5992421204255,4526.541736912988,4550.2488275988235,4598.036146361705,4674.727886120329,4723.82250052225"
2023-10-03,"4475.1397951914405,4524.75429802626,4549.7674426652975,4600.209319346879,4676.922632249204,4724.43140309001"
2023-10-04,"4475.1397951914405,4524.75429802626,4549.7674426652975,4600.209319346879,4676.922632249204,4724.43140309001"
2023-10-05,"4475.1397951914405,4524.75429802626,4549.7674426652975,4676.922632249204,4724.43140309001"
2023-10-06,"4475.1397951914405,4549.7674426652975,4676.922632249204,4724.43140309001"
2023-10-09,"4475.1397951914405,4549.7674426652975,4676.922632249204,4724.43140309001"
2023-10-10,"4549.7674426652975,4681.221797230306,4728.774239532017"
2023-10-11,"4549.7674426652975,4685.524914130434,4728.774239532017"
2023-10-12,"4551.696717329694,4684.298201870837,4727.7351591580145"
2023-10-13,"4551.696717329694,4727.7351591580145,5190.206014014053"
2023-10-16,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-17,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-18,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-19,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-20,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-23,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-24,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-25,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-26,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-27,"4551.696717329694,4727.7351591580145,5195.531678754233"
2023-10-30,"4551.696717329694,4727.7351591580145,5195.531678754233"
